age,monthly_income,monthly_expenses,current_savings,existing_debt,dependents,years_to_goal,goal,annual_income,annual_expenses,annual_savings_capacity,savings_rate,debt_to_income,emergency_months,risk_label
35,115536,94621,1551439,974645,3,5,Wealth Creation,1386432,1135452,250980,0.18102582744772192,0.7029879575774362,16.396349647541243,Aggressive
21,31304,12288,1841042,209304,1,24,Wealth Creation,375648,147456,228192,0.6074623051367237,0.5571811909021211,149.82438151041666,Aggressive
45,32345,17556,2093890,355734,2,30,Child Education,388140,210672,177468,0.4572267738444891,0.9165095068789612,119.26919571656414,Moderate
27,185372,71464,1176300,1129098,3,14,Retirement,2224464,857568,1366896,0.614483309237641,0.5075820512267225,16.46003582223217,Aggressive
29,180331,82122,418008,373798,1,12,House Purchase,2163972,985464,1178508,0.5446040891471794,0.17273698550628197,5.090085482574706,Moderate
44,116006,53906,1343957,669800,3,29,House Purchase,1392072,646872,745200,0.5353171387686844,0.4811532736812464,24.931491856194114,Aggressive
21,244625,142996,1906594,119107,4,21,Retirement,2935500,1715952,1219548,0.4154481349003577,0.040574689150059615,13.333198131416264,Aggressive
28,171424,83017,1019291,401176,1,11,Emergency Fund,2057088,996204,1060884,0.5157212525667351,0.19502131167942255,12.278099666333402,Moderate
44,154350,61815,1874260,1071038,4,28,Retirement,1852200,741780,1110420,0.599514091350826,0.5782518086599719,30.320472377254713,Aggressive
31,189437,82167,2080356,1043423,0,5,Wealth Creation,2273244,986004,1287240,0.566256855841256,0.4590017613595373,25.318631567417576,Aggressive
37,44446,18829,2364693,420474,1,16,Wealth Creation,533352,225948,307404,0.5763623273185439,0.7883611573594924,125.5878166657815,Aggressive
28,27336,22867,1051328,92889,3,30,Retirement,328032,274404,53628,0.16348405033655253,0.28317054433713784,45.97577294791621,Aggressive
55,87032,63502,1627895,88952,0,26,Retirement,1044384,762024,282360,0.2703603272359592,0.08517173759843123,25.63533432017889,Aggressive
55,231487,193032,194001,717884,4,18,House Purchase,2777844,2316384,461460,0.1661216396601105,0.25843207897923715,1.0050198930747234,Conservative
53,122852,70009,1396467,415331,4,12,House Purchase,1474224,840108,634116,0.43013544753036176,0.2817285568543179,19.946963961776344,Moderate
25,163593,80027,1519643,904498,3,27,Child Education,1963116,960324,1002792,0.5108164774776427,0.46074607919246746,18.989128669074187,Aggressive
59,227779,170639,2434607,701793,0,27,Child Education,2733348,2047668,685680,0.2508571905223923,0.25675215889085473,14.267588300447143,Aggressive
48,179553,92133,85867,221576,2,5,Wealth Creation,2154636,1105596,1049040,0.4868757414245376,0.10283685968302766,0.9319896236961783,Aggressive
27,43474,21723,108780,1005771,3,16,Child Education,521688,260676,261012,0.5003220315590928,1.927916685835212,5.007595635961883,Conservative
29,202832,94571,894072,743681,4,12,Child Education,2433984,1134852,1299132,0.5337471404906524,0.3055406280402829,9.453976377536454,Aggressive
28,80718,33485,2393887,498149,1,23,Emergency Fund,968616,401820,566796,0.5851606828712307,0.5142894604260099,71.49132447364491,Moderate
32,69629,33298,20727,865796,0,2,Retirement,835548,399576,435972,0.5217797182208562,1.0362013911827925,0.6224698180070876,Conservative
54,70232,37058,1039051,856509,2,30,House Purchase,842784,444696,398088,0.47234878687777654,1.0162853115388997,28.038507204922013,Moderate
53,111544,76630,1434119,302788,1,29,Child Education,1338528,919560,418968,0.31300652657247363,0.2262096870592173,18.714850580712515,Aggressive
43,223241,85117,1180689,324787,0,6,House Purchase,2678892,1021404,1657488,0.6187214714143011,0.12123930341350081,13.871365297179176,Aggressive
44,75669,34448,1288182,1324031,3,23,Child Education,908028,413376,494652,0.5447541265247328,1.458138956067434,37.394972131908965,Conservative
57,234093,176625,410732,1040725,3,21,Child Education,2809116,2119500,689616,0.24549217618638747,0.3704813186781892,2.325446567586695,Conservative
55,94184,39883,2271743,254084,0,25,Wealth Creation,1130208,478596,651612,0.5765416631274951,0.2248117160735015,56.96018353684527,Aggressive
60,204017,106358,2020398,129466,2,30,Emergency Fund,2448204,1276296,1171908,0.4786806981771127,0.05288203107257402,18.996201508114105,Aggressive
42,38140,29838,1274179,1079107,0,4,Retirement,457680,358056,99624,0.2176717357105401,2.357776175493795,42.703230779542864,Conservative
47,151468,64746,2296158,14588,1,30,Retirement,1817616,776952,1040664,0.5725433754984551,0.00802589765935159,35.464090445741824,Aggressive
55,108457,42446,1441525,143452,1,30,Wealth Creation,1301484,509352,792132,0.6086375245488995,0.11022186980400835,33.961386231918205,Aggressive
21,39357,23309,1973097,1459610,3,13,Wealth Creation,472284,279708,192576,0.4077546560967553,3.090534508897189,84.64957741644858,Conservative
55,136672,68501,2130417,1210505,0,10,Retirement,1640064,822012,818052,0.49879273003980334,0.7380840015999376,31.10052407994044,Moderate
57,93673,59173,1482417,660457,3,17,Retirement,1124076,710076,414000,0.36830249911927665,0.5875554677797586,25.05225356159059,Moderate
34,146673,110283,1672486,1394994,2,14,Emergency Fund,1760076,1323396,436680,0.2481029228283324,0.7925760023998963,15.165401739161974,Conservative
23,90633,37936,2441188,319753,1,24,Child Education,1087596,455232,632364,0.5814328114483687,0.2939997940411697,64.35016870518768,Aggressive
21,233015,149211,695899,1107056,4,15,Emergency Fund,2796180,1790532,1005648,0.3596506662661202,0.3959172871560486,4.663858562706503,Conservative
25,121111,73000,338774,793476,4,8,Retirement,1453332,876000,577332,0.39724715343775546,0.5459702256607575,4.640739726027397,Moderate
46,103258,43578,506626,988537,0,23,Child Education,1239096,522936,716160,0.5779697456855644,0.7977888718872468,11.625728578640599,Moderate
34,168996,111875,675313,774597,0,24,Retirement,2027952,1342500,685452,0.33800208288953587,0.3819602239106251,6.036317318435755,Aggressive
59,94286,45900,631868,55486,4,18,Emergency Fund,1131432,550800,580632,0.5131832933839594,0.049040507958056694,13.766187363834423,Moderate
47,118269,70241,359606,1103738,0,3,Emergency Fund,1419228,842892,576336,0.406091198877136,0.7777030892851606,5.119602511353768,Conservative
29,99071,38750,1427757,734647,1,25,Emergency Fund,1188852,465000,723852,0.6088663685639591,0.6179465568464367,36.84534193548387,Moderate
35,213398,123726,1163886,29882,2,17,Child Education,2560776,1484712,1076064,0.42021012380622125,0.011669119048288488,9.406963774792686,Aggressive
35,246095,123842,1224656,578366,2,24,House Purchase,2953140,1486104,1467036,0.49677157195392024,0.19584780945028005,9.888858384070025,Aggressive
46,55651,42361,758456,845166,3,24,House Purchase,667812,508332,159480,0.23880972489263447,1.2655747425922266,17.904582044805363,Conservative
33,95202,36032,1158452,1287256,1,7,Retirement,1142424,432384,710040,0.6215205562908342,1.1267760481222384,32.150643872113676,Moderate
52,73777,41263,702986,174898,0,13,Child Education,885324,495156,390168,0.44070645323068164,0.1975525344393691,17.036715701718247,Aggressive
59,173066,100242,380400,1398705,0,30,Wealth Creation,2076792,1202904,873888,0.4207874452521004,0.6734930604509263,3.794816543963608,Aggressive
52,92263,65737,1431257,306172,3,27,House Purchase,1107156,788844,318312,0.28750419995014254,0.27653916882535073,21.772472123765915,Aggressive
24,215706,137435,2308013,512871,3,16,Child Education,2588472,1649220,939252,0.36285963301901664,0.19813658405422194,16.793487830610836,Aggressive
50,125158,85558,1787581,623226,0,5,Child Education,1501896,1026696,475200,0.3164000703111267,0.41495949120311926,20.893206947333972,Moderate
57,35800,26439,2368818,642607,0,4,House Purchase,429600,317268,112332,0.2614804469273743,1.49582635009311,89.59559741291274,Conservative
43,62823,49071,648151,556831,1,26,Child Education,753876,588852,165024,0.2189007210734922,0.7386241238612186,13.208432679179149,Moderate
59,88878,45055,977004,648567,3,10,Child Education,1066536,540660,525876,0.49306915097099396,0.6081060554917977,21.68469648207746,Moderate
35,43708,27055,355510,29362,1,13,House Purchase,524496,324660,199836,0.3810057655349135,0.055981361154327204,13.140269820735538,Aggressive
49,168891,130055,472333,420531,0,10,Emergency Fund,2026692,1560660,466032,0.22994712566092923,0.20749625498102325,3.6317942408980817,Conservative
56,230977,195112,2067463,158818,4,14,Retirement,2771724,2341344,430380,0.15527520056109484,0.05729935592432724,10.59628828570257,Moderate
33,88870,70630,877617,403273,4,26,Wealth Creation,1066440,847560,218880,0.20524361426803195,0.37814879411875024,12.425555712869885,Aggressive
52,34283,18366,70248,1291297,0,22,Retirement,411396,220392,191004,0.4642825890382989,3.1388175869478556,3.824893825547207,Conservative
27,186645,83539,1274304,829347,3,12,Emergency Fund,2239740,1002468,1237272,0.5524176913391733,0.3702871761900935,15.254001125222949,Moderate
42,103707,61674,2061781,938565,4,27,Emergency Fund,1244484,740088,504396,0.405305331366253,0.7541800457056901,33.430310990044426,Conservative
48,187005,134797,2197040,689517,3,1,Child Education,2244060,1617564,626496,0.2791797010775113,0.30726317478142295,16.298879055171852,Moderate
22,30774,18350,260346,373519,4,29,Retirement,369288,220200,149088,0.4037174237993111,1.0114571824700505,14.187792915531336,Moderate
26,228127,134957,638821,1190970,3,21,Emergency Fund,2737524,1619484,1118040,0.40841285775028824,0.4350537200769747,4.733515119630697,Conservative
48,167055,128484,61954,471058,4,30,Retirement,2004660,1541808,462852,0.2308880308880309,0.234981493121028,0.48219233523240246,Moderate
48,121468,64463,371863,820449,3,20,Emergency Fund,1457616,773556,684060,0.4693005565251753,0.5628704679421741,5.768626964305105,Conservative
40,121334,94628,684164,843224,1,20,Wealth Creation,1456008,1135536,320472,0.2201031862462294,0.5791341805814254,7.230037621000127,Aggressive
50,43133,23869,1816641,945246,3,7,Emergency Fund,517596,286428,231168,0.44661859828901307,1.8262235411401944,76.10880221207424,Conservative
31,171011,87919,282739,1276784,1,9,Retirement,2052132,1055028,997104,0.485886872774266,0.6221744020365162,3.2159032746050342,Conservative
48,25781,14875,1633507,1037904,1,8,Child Education,309372,178500,130872,0.4230247081183818,3.354873744230247,109.81559663865546,Conservative
45,139586,102068,2441961,1439918,0,27,Retirement,1675032,1224816,450216,0.26878053673004454,0.8596361144145306,23.92484422149939,Moderate
59,212772,87875,288116,96950,1,13,House Purchase,2553264,1054500,1498764,0.5869992292218901,0.03797100495679256,3.2787027027027027,Moderate
53,52624,23586,1790330,174942,2,14,Retirement,631488,283032,348456,0.551801459410155,0.27703139252052295,75.90646993979479,Aggressive
21,31823,26276,484271,1113405,1,12,Wealth Creation,381876,315312,66564,0.17430789051943563,2.9156192062344846,18.43016440858578,Conservative
47,43489,19037,384765,769890,3,8,Wealth Creation,521868,228444,293424,0.5622571224907448,1.4752581112465222,20.21143037243263,Moderate
33,196033,124258,1940382,891712,1,21,Wealth Creation,2352396,1491096,861300,0.3661373340202925,0.3790654294600059,15.61575109852082,Aggressive
23,54118,34616,2162064,496195,3,22,Emergency Fund,649416,415392,234024,0.3603606932998263,0.7640634046589552,62.45851629304368,Conservative
59,125417,74599,32879,1351441,3,18,Wealth Creation,1505004,895188,609816,0.4051922785587281,0.8979650552423781,0.44074317350098524,Moderate
26,106816,71820,578086,692505,2,16,Retirement,1281792,861840,419952,0.3276288196524865,0.5402631628220491,8.049094959621275,Moderate
28,178335,82910,1551618,272743,1,29,Child Education,2140020,994920,1145100,0.5350884571172232,0.12744880888963656,18.714485586780846,Aggressive
47,38565,24154,721433,334738,1,11,Wealth Creation,462780,289848,172932,0.3736807986516271,0.7233199360387225,29.868054980541526,Aggressive
29,176426,94579,1406511,475958,4,16,Retirement,2117112,1134948,982164,0.46391688299910444,0.2248147476373475,14.871282208524091,Aggressive
57,199023,135501,507947,732790,4,14,Emergency Fund,2388276,1626012,762264,0.3191691412550308,0.30682802155194794,3.7486586814857454,Conservative
53,116179,48866,179472,252856,0,3,Emergency Fund,1394148,586392,807756,0.5793904233983767,0.1813695533042403,3.6727376908279785,Conservative
44,48648,30912,2111028,284293,3,21,Child Education,583776,370944,212832,0.36457819437592504,0.486989872827934,68.29153726708074,Moderate
35,206801,91537,1718019,721927,2,2,Child Education,2481612,1098444,1383168,0.5573667438745461,0.29091050494597864,18.768574456230812,Moderate
52,66971,32770,1799472,1189856,4,3,Retirement,803652,393240,410412,0.5106837287781278,1.4805612379487638,54.91217577052182,Conservative
52,43658,20054,1321288,197170,1,4,Child Education,523896,240648,283248,0.540656924275047,0.3763533220333807,65.88650643263189,Moderate
44,46253,20416,1936037,1419754,0,22,Child Education,555036,244992,310044,0.5586016042202668,2.5579493942735247,94.82939851097179,Conservative
32,220238,168009,2417466,1229140,2,5,Emergency Fund,2642856,2016108,626748,0.23714799444237597,0.46508020111576265,14.388907737085514,Conservative
59,204635,100855,2346168,1069527,1,10,Retirement,2455620,1210260,1245360,0.5071468712585824,0.43554255137195497,23.262783203609143,Moderate
22,182462,148444,1954984,179992,1,20,Child Education,2189544,1781328,408216,0.18643882013789173,0.08220524456233809,13.16984182587373,Aggressive
23,113664,94905,1358971,571054,3,29,Retirement,1363968,1138860,225108,0.1650390625,0.41867111251876876,14.319277171908752,Aggressive
57,207650,131988,1116613,1207999,3,2,Wealth Creation,2491800,1583856,907944,0.36437274259571395,0.48478971024961875,8.459958481074038,Aggressive
37,235097,99093,112115,477432,4,12,Emergency Fund,2821164,1189116,1632048,0.5785016397486995,0.1692322743378265,1.131411905987305,Conservative
22,128850,69227,2057701,1491178,4,27,Emergency Fund,1546200,830724,715476,0.46273185875048506,0.9644146940887337,29.72396608259783,Conservative
22,188730,141333,502870,611410,1,5,Emergency Fund,2264760,1695996,568764,0.2511365442695915,0.2699667955986506,3.558050844459539,Conservative
48,162924,86951,1138976,795740,1,5,House Purchase,1955088,1043412,911676,0.46630944489455206,0.4070098123460427,13.099055790042668,Moderate
43,158623,62419,383308,845684,4,27,Retirement,1903476,749028,1154448,0.6064946445345253,0.44428403615280676,6.140886589019369,Aggressive
57,96947,60920,1817038,468361,4,23,Wealth Creation,1163364,731040,432324,0.37161541873394743,0.4025919660570552,29.82662508207485,Aggressive
52,86001,66440,2258926,1012535,1,1,Child Education,1032012,797280,234732,0.2274508435948419,0.9811271574361539,33.999488260084284,Conservative
53,205231,153505,35385,1131787,2,4,Wealth Creation,2462772,1842060,620712,0.2520379474835673,0.4595581726607254,0.23051366405003093,Conservative
21,147775,64660,1628885,1469856,1,27,Retirement,1773300,775920,997380,0.5624429030620877,0.8288817458974793,25.191540364986082,Aggressive
39,207779,142615,137369,447095,2,21,Emergency Fund,2493348,1711380,781968,0.313621684578326,0.17931512167575483,0.9632156505276444,Conservative
22,58243,26806,764990,1175110,2,24,House Purchase,698916,321672,377244,0.5397558504884707,1.681332234488837,28.538013877490116,Conservative
46,177872,81661,2206554,533008,1,12,Retirement,2134464,979932,1154532,0.5409001978951156,0.2497151509699859,27.020903491262658,Aggressive
52,100939,79442,2370876,388348,0,12,Retirement,1211268,953304,257964,0.21297020973062938,0.3206127793353742,29.844112685984744,Moderate
26,82828,39329,2251737,1484732,4,16,Child Education,993936,471948,521988,0.5251726469309895,1.4937903446499574,57.25385847593379,Conservative
52,163311,78654,1768076,604281,3,24,Wealth Creation,1959732,943848,1015884,0.5183790436651542,0.3083487946311026,22.47916189894983,Aggressive
24,31710,11108,1172702,985979,1,17,Wealth Creation,380520,133296,247224,0.6497004099653106,2.5911358141490592,105.57274036730284,Conservative
31,177456,139362,1670522,309257,2,21,Child Education,2129472,1672344,457128,0.21466729780903435,0.14522707976437352,11.986926134814368,Aggressive
37,177110,132176,1234488,835358,1,10,House Purchase,2125320,1586112,539208,0.25370673592682513,0.393050458283929,9.339728846386636,Moderate
58,196918,130687,1067738,1479995,4,17,Emergency Fund,2363016,1568244,794772,0.3363379680882398,0.6263161146602477,8.170192903655298,Conservative
44,244055,176972,1886015,204580,2,17,Emergency Fund,2928660,2123664,804996,0.2748683698346684,0.06985447269399657,10.657137852315621,Moderate
25,223893,95383,2043027,574673,3,18,House Purchase,2686716,1144596,1542120,0.5739795348671017,0.21389421137180112,21.419194196030737,Aggressive
54,62991,36481,1187213,1079229,3,2,Child Education,755892,437772,318120,0.4208537727611881,1.4277555523804988,32.54332392204161,Conservative
26,235129,123586,927153,1140441,3,25,Retirement,2821548,1483032,1338516,0.4743906536411927,0.4041898277115966,7.502087615102035,Aggressive
42,163043,64709,1094969,650101,0,4,Wealth Creation,1956516,776508,1180008,0.6031169691431095,0.3322748191172472,16.921432876415956,Aggressive
31,185211,109842,1650344,1194447,2,19,Retirement,2222532,1318104,904428,0.40693587313928437,0.53742623278315,15.024708217257515,Aggressive
36,110445,89501,1943298,248535,2,11,Wealth Creation,1325340,1074012,251328,0.18963284892933135,0.18752546516365612,21.712584216936122,Aggressive
53,233139,86268,1733043,137116,0,17,Retirement,2797668,1035216,1762452,0.6299718193867178,0.049010819010690335,20.089059674502714,Aggressive
29,105257,52179,541397,150943,2,12,Child Education,1263084,626148,636936,0.5042704998242398,0.11950353262332514,10.375764196324191,Aggressive
26,240814,109274,812425,220375,0,2,Child Education,2889768,1311288,1578480,0.5462307008728728,0.0762604472054504,7.434751175943043,Aggressive
36,62711,29416,1162226,505935,1,6,House Purchase,752532,352992,399540,0.5309275884613545,0.6723102804930554,39.50999456078325,Moderate
49,31530,25356,1586772,767522,4,9,Retirement,378360,304272,74088,0.19581351094196003,2.0285495295485783,62.579744439185994,Conservative
23,36116,21092,72066,1005344,3,5,Retirement,433392,253104,180288,0.41599291172887365,2.31971056226234,3.416745685567988,Conservative
40,90794,52946,2491146,345252,0,20,House Purchase,1089528,635352,454176,0.4168557393660374,0.3168821728308038,47.05069315906773,Aggressive
56,156354,114183,1897950,1283596,0,29,House Purchase,1876248,1370196,506052,0.26971487777735137,0.6841291769531533,16.622001523869578,Moderate
